sample,t_us,dt_us,dacV_code,dacI_code,adcV_raw,adcI_raw,adcV_V,adcI_V,clipV,clipI
283,141000,500,1798,2039,1643,1887,1.465000,1.662000,0,0
284,141500,500,2005,2040,1847,1887,1.630000,1.664000,0,0
285,142000,500,2153,2037,1993,1885,1.745000,1.659000,0,0
286,142500,500,2143,2038,1979,1886,1.740000,1.663000,0,0
287,143000,500,2091,2038,1933,1886,1.702000,1.661000,0,0
288,143500,500,2036,2040,1875,1889,1.652000,1.658000,0,0
289,144000,500,2022,2041,1861,1887,1.641000,1.663000,0,0
290,144500,500,2030,2041,1871,1889,1.650000,1.664000,0,0
291,145000,500,1985,2041,1823,1889,1.612000,1.663000,0,0
292,145500,500,1951,2041,1791,1889,1.587000,1.661000,0,0
293,146000,500,1947,2040,1787,1887,1.582000,1.662000,0,0
294,146500,500,2012,2044,1853,1892,1.633000,1.664000,0,0
295,147000,500,2110,2042,1950,1889,1.712000,1.663000,0,0
296,147500,500,2155,2043,1994,1890,1.746000,1.665000,0,0
297,148000,500,2157,2042,1999,1889,1.749000,1.664000,0,0
298,148500,500,2121,2042,1961,1889,1.722000,1.665000,0,0
299,149000,500,2108,2040,1947,1888,1.712000,1.662000,0,0
300,149500,500,2126,2042,1966,1889,1.727000,1.665000,0,0
301,150000,500,2137,2043,1975,1890,1.732000,1.665000,0,0
302,150500,500,2153,2044,1991,1891,1.746000,1.666000,0,0
303,151000,500,2146,2041,1987,1887,1.740000,1.663000,0,0
304,151500,500,2146,2041,1984,1889,1.741000,1.664000,0,0
305,152000,500,2158,2043,1998,1890,1.752000,1.667000,0,0
306,152500,500,2155,2042,1991,1889,1.748000,1.666000,0,0
307,153000,500,2154,2044,1991,1893,1.745000,1.667000,0,0
308,153500,500,2140,2040,1983,1887,1.736000,1.662000,0,0
309,154000,500,2139,2041,1982,1888,1.736000,1.668000,0,0
310,154500,500,2144,2041,1984,1890,1.740000,1.662000,0,0
311,155000,500,2135,2044,1974,1892,1.733000,1.665000,0,0
312,155500,500,2124,2040,1966,1888,1.724000,1.663000,0,0
313,156000,500,2097,2039,1938,1882,1.702000,1.661000,0,0
314,156500,500,2085,2038,1921,1885,1.691000,1.661000,0,0
315,157000,500,2082,2038,1921,1885,1.690000,1.662000,0,0
316,157500,500,2075,2039,1918,1887,1.685000,1.662000,0,0
317,158000,500,2065,2041,1905,1889,1.676000,1.664000,0,0
318,158500,500,2044,2039,1883,1885,1.658000,1.661000,0,0
319,159000,500,2031,2039,1872,1888,1.650000,1.662000,0,0
320,159500,500,2026,2040,1863,1888,1.645000,1.666000,0,0
321,160000,500,2022,2038,1863,1887,1.642000,1.661000,0,0
322,160500,500,2022,2040,1863,1887,1.641000,1.663000,0,0
323,161000,500,2009,2037,1849,1885,1.633000,1.662000,0,0
324,161500,500,2008,2042,1845,1893,1.632000,1.664000,0,0
325,162000,500,2012,2040,1855,1887,1.633000,1.662000,0,0
326,162500,500,2020,2041,1857,1886,1.640000,1.661000,0,0
327,163000,500,2028,2043,1868,1890,1.650000,1.664000,0,0
328,163500,500,2023,2042,1863,1891,1.645000,1.664000,0,0
329,164000,500,2019,2042,1857,1890,1.638000,1.665000,0,0
330,164500,500,2016,2043,1855,1891,1.637000,1.665000,0,0
331,165000,500,2016,2041,1857,1889,1.638000,1.661000,0,0
332,165500,500,2019,2043,1859,1889,1.639000,1.664000,0,0
333,166000,500,2010,2040,1854,1887,1.626000,1.661000,0,0
334,166500,500,2006,2044,1844,1895,1.628000,1.665000,0,0
335,167000,500,2002,2043,1840,1890,1.625000,1.665000,0,0
336,167500,500,2006,2046,1845,1893,1.628000,1.669000,0,0
337,168000,500,2011,2043,1841,1890,1.633000,1.665000,0,0
338,168500,500,2010,2046,1851,1895,1.630000,1.669000,0,0
339,169000,500,2011,2042,1851,1889,1.632000,1.663000,0,0
340,169500,500,2014,2041,1853,1889,1.634000,1.662000,0,0
341,170000,500,2025,2042,1867,1888,1.645000,1.663000,0,0
342,170500,500,2038,2044,1878,1890,1.653000,1.668000,0,0
343,171000,500,2041,2042,1880,1890,1.661000,1.662000,0,0
344,171500,500,2043,2041,1882,1887,1.658000,1.665000,0,0
345,172000,500,2044,2041,1884,1888,1.659000,1.664000,0,0
346,172500,500,2056,2039,1899,1887,1.669000,1.662000,0,0
347,173000,500,2073,2042,1916,1890,1.684000,1.664000,0,0
348,173500,500,2088,2039,1927,1887,1.695000,1.662000,0,0
349,174000,500,2102,2042,1940,1891,1.704000,1.667000,0,0
350,174500,500,2110,2039,1950,1885,1.713000,1.663000,0,0
351,175000,500,2121,2042,1961,1892,1.720000,1.665000,0,0
352,175500,500,2132,2038,1969,1886,1.730000,1.662000,0,0
353,176000,500,2138,2039,1975,1885,1.736000,1.662000,0,0
354,176500,500,2145,2041,1983,1887,1.740000,1.663000,0,0
355,177000,500,2145,2041,1983,1893,1.740000,1.662000,0,0
356,177500,500,2144,2038,1984,1885,1.739000,1.661000,0,0
357,178000,500,2139,2041,1975,1887,1.735000,1.665000,0,0
358,178500,500,2129,2040,1968,1887,1.727000,1.661000,0,0
359,179000,500,2118,2044,1957,1894,1.718000,1.665000,0,0
360,179500,500,2102,2039,1938,1885,1.707000,1.661000,0,0
361,180000,500,2091,2040,1926,1887,1.698000,1.662000,0,0
362,180500,500,2078,2041,1919,1889,1.686000,1.662000,0,0
363,181000,500,2064,2041,1903,1887,1.676000,1.662000,0,0
364,181500,500,2048,2043,1887,1888,1.663000,1.665000,0,0
365,182000,500,2026,2043,1867,1889,1.645000,1.665000,0,0
366,182500,500,2004,2041,1846,1887,1.626000,1.663000,0,0
367,183000,500,1983,2044,1823,1891,1.611000,1.665000,0,0
368,183500,500,1964,2043,1804,1890,1.597000,1.665000,0,0
369,184000,500,1952,2045,1792,1892,1.585000,1.662000,0,0
370,184500,500,1936,2045,1776,1891,1.573000,1.667000,0,0
371,185000,500,1923,2043,1763,1891,1.562000,1.663000,0,0
