sample,t_us,dt_us,dacV_code,dacI_code,adcV_raw,adcI_raw,adcV_V,adcI_V
1895,946998,500,2554,2048,2391,1899,2.070000,1.672000
1896,947498,500,2545,2036,2379,1886,2.063000,1.661000
1897,947998,500,2516,2044,2357,1895,2.041000,1.668000
1898,948498,500,2466,2040,2305,1889,2.000000,1.665000
1899,948998,500,2408,2040,2246,1888,1.952000,1.664000
1900,949498,500,2334,2040,2177,1889,1.893000,1.663000
1901,949998,500,2253,2044,2096,1893,1.830000,1.668000
1902,950498,500,2161,2040,2000,1886,1.753000,1.663000
1903,950998,500,2070,2044,1910,1894,1.681000,1.668000
1904,951498,500,1978,2044,1822,1895,1.606000,1.669000
1905,951998,500,1885,2040,1728,1889,1.533000,1.664000
1906,952498,500,1791,2044,1635,1895,1.462000,1.667000
1907,952998,500,1709,2036,1557,1887,1.394000,1.661000
1908,953498,500,1646,2040,1488,1888,1.345000,1.664000
1909,953998,500,1603,2044,1441,1894,1.307000,1.669000
1910,954498,500,1573,2040,1413,1890,1.284000,1.664000
1911,954998,500,1552,2044,1395,1893,1.264000,1.667000
1912,955498,500,1546,2040,1391,1890,1.258000,1.664000
1913,955998,500,1560,2040,1409,1890,1.272000,1.662000
1914,956498,500,1597,2040,1439,1889,1.303000,1.665000
1915,956998,500,1649,2040,1488,1887,1.342000,1.665000
1916,957498,500,1711,2036,1557,1886,1.395000,1.661000
1917,957998,500,1787,2048,1634,1899,1.456000,1.670000
1918,958498,500,1872,2040,1713,1888,1.521000,1.665000
1919,958998,500,1962,2048,1804,1897,1.595000,1.672000
1920,959498,500,2054,2040,1899,1889,1.669000,1.664000
1921,959998,500,2144,2040,1987,1889,1.740000,1.665000
1922,960498,500,2239,2040,2081,1887,1.819000,1.664000
1923,960998,500,2328,2040,2166,1887,1.887000,1.662000
1924,961498,500,2407,2036,2253,1883,1.951000,1.659000
1925,961998,500,2462,2036,2304,1885,1.996000,1.661000
1926,962498,500,2499,2044,2339,1893,2.024000,1.665000
1927,962998,500,2525,2040,2363,1888,2.046000,1.664000
1928,963498,500,2544,2028,2385,1874,2.063000,1.653000
1929,963998,500,2543,2036,2382,1885,2.061000,1.661000
1930,964498,500,2522,2040,2359,1889,2.042000,1.664000
1931,964998,500,2477,2044,2316,1890,2.009000,1.667000
1932,965498,500,2423,2048,2261,1897,1.960000,1.672000
1933,965998,500,2354,2040,2193,1887,1.909000,1.663000
1934,966498,500,2277,2036,2115,1886,1.848000,1.660000
1935,966998,500,2188,2040,2027,1889,1.777000,1.658000
1936,967498,500,2097,2040,1936,1889,1.703000,1.664000
1937,967998,500,2005,2044,1847,1893,1.629000,1.668000
1938,968498,500,1915,2048,1755,1898,1.556000,1.674000
1939,968998,500,1821,2048,1665,1899,1.483000,1.673000
1940,969498,500,1734,2051,1579,1901,1.416000,1.672000
1941,969998,500,1663,2048,1503,1897,1.353000,1.672000
1942,970498,500,1616,2044,1459,1893,1.317000,1.668000
1943,970998,500,1582,2044,1424,1892,1.289000,1.667000
1944,971498,500,1559,2036,1403,1884,1.271000,1.660000
1945,971998,500,1547,2036,1391,1885,1.263000,1.662000
1946,972498,500,1555,2040,1396,1888,1.267000,1.664000
1947,972998,500,1583,2032,1423,1879,1.289000,1.655000
1948,973498,500,1634,2040,1476,1889,1.330000,1.662000
1949,973998,500,1692,2048,1533,1898,1.377000,1.674000
1950,974498,500,1767,2044,1613,1895,1.442000,1.666000
1951,974998,500,1848,2040,1692,1889,1.503000,1.662000
1952,975498,500,1940,2044,1783,1894,1.577000,1.667000
1953,975998,500,2031,2048,1872,1895,1.650000,1.671000
1954,976498,500,2123,2036,1965,1883,1.725000,1.659000
1955,976998,500,2216,2036,2061,1885,1.804000,1.661000
1956,977498,500,2310,2044,2150,1893,1.875000,1.665000
1957,977998,500,2392,2040,2234,1889,1.939000,1.664000
1958,978498,500,2456,2036,2293,1885,1.991000,1.662000
1959,978998,500,2499,2044,2338,1891,2.025000,1.667000
1960,979498,500,2528,2036,2366,1883,2.049000,1.661000
1961,979998,500,2549,2044,2385,1891,2.063000,1.665000
1962,980498,500,2554,2048,2392,1899,2.070000,1.672000
1963,980998,500,2539,2048,2379,1895,2.058000,1.670000
1964,981498,500,2502,2040,2339,1889,2.026000,1.663000
1965,981998,500,2449,2048,2288,1898,1.985000,1.673000
1966,982498,500,2386,2044,2224,1892,1.934000,1.669000
1967,982998,500,2308,2028,2146,1875,1.873000,1.652000
1968,983498,500,2222,2044,2064,1892,1.805000,1.666000
1969,983998,500,2130,2048,1968,1899,1.728000,1.670000
1970,984498,500,2036,2040,1874,1887,1.652000,1.663000
1971,984998,500,1944,2040,1786,1889,1.582000,1.663000
1972,985498,500,1846,2044,1687,1891,1.497000,1.666000
1973,985998,500,1755,2044,1600,1891,1.430000,1.668000
1974,986498,500,1676,2048,1519,1898,1.364000,1.671000
1975,986998,500,1619,2040,1459,1889,1.319000,1.665000
1976,987498,500,1581,2044,1424,1891,1.289000,1.667000
1977,987998,500,1553,2032,1394,1879,1.265000,1.655000
1978,988498,500,1534,2048,1377,1898,1.251000,1.672000
1979,988998,500,1534,2044,1377,1891,1.251000,1.666000
1980,989498,500,1555,2051,1395,1902,1.268000,1.674000
1981,989998,500,1599,2051,1441,1901,1.303000,1.674000
1982,990498,500,1654,2040,1493,1889,1.346000,1.664000
1983,990998,500,1723,2048,1569,1897,1.406000,1.672000
1984,991498,500,1801,2044,1647,1894,1.470000,1.666000
1985,991998,500,1892,2040,1735,1890,1.538000,1.664000
1986,992498,500,1983,2044,1827,1893,1.611000,1.665000
1987,992998,500,2079,2036,1921,1885,1.688000,1.661000
1988,993498,500,2172,2044,2009,1893,1.761000,1.668000
1989,993998,500,2270,2055,2112,1904,1.843000,1.676000
1990,994498,500,2359,2044,2197,1894,1.914000,1.668000
1991,994998,500,2433,2044,2271,1894,1.972000,1.668000
1992,995498,500,2484,2044,2322,1894,2.016000,1.667000
1993,995998,500,2521,2048,2362,1899,2.042000,1.671000
1994,996498,500,2547,2036,2384,1883,2.064000,1.659000
1995,996998,500,2563,2048,2405,1898,2.076000,1.671000
1996,997498,500,2558,2036,2400,1886,2.074000,1.659000
1997,997998,500,2531,2040,2369,1889,2.050000,1.663000
1998,998498,500,2483,2044,2320,1895,2.007000,1.669000
1999,998998,500,2427,2040,2266,1887,1.968000,1.661000
2000,999498,500,2355,2036,2194,1883,1.908000,1.661000
